0.2168284789644013,0.2356164383561644,0.30647291941875826,0.3962877030162413,0.5555555555555556,0.7147293700088732,0.8628747795414462,0.9199640287769785,0.917162471395881,0.921256258534365,0.9202200825309491,0.9272811486799444,0.9126705829191143,0.9167773351040284,0.9267415730337079,0.9206708975521306,0.9084604715672677,0.9162539396668168,0.9142599277978339,1.9589955346425314
