acc
0.09530923214819241
0.0953396283886689
0.09321266968325792
0.11346863468634687
0.15185735512630014
0.24209207641716254
0.3719083969465649
0.5608108108108109
0.7051698670605613
0.8302903322358576
0.8936106088004823
0.905307599517491
0.9164588528678305
0.9116843702579667
0.9108009708737864
0.916469893742621
0.9157441574415744
0.9175691937424789
0.9164656212303981
0.9209160305343511
