0.1730257320319432,0.19448275862068964,0.2627358490566038,0.35135135135135137,0.46352723915050786,0.613838242169238,0.8140174072377462,0.9123134328358209,0.9217625899280576,0.9096573208722741,0.905761500669942,0.9164785553047404,0.9138840070298769,0.9187145557655955,0.9177132957990473,0.9172932330827067,0.9175022789425706,0.9042163153070577,0.9138559708295351,0.47719030349303304
