acc
0.09799820734986556
0.09655802619555284
0.09773755656108597
0.1088560885608856
0.1447251114413076
0.2486689633573442
0.3786259541984733
0.5224201474201474
0.6576070901033974
0.7683328344806944
0.807715491259795
0.8386610373944512
0.8494389027431422
0.8467374810318664
0.8525485436893204
0.8485832349468713
0.8508610086100861
0.8561973525872443
0.853437876960193
0.8488549618320611
